Timestamp,Dask APIs,Interactive or Batch?,Local machine or Cluster?,How often do you use Dask?,What Dask resources have you used for support in the last six months?,Which would help you most right now?,Is Dask stable enough for you?,What common feature requests do you care about most?  [Better Numpy/Pandas support],What common feature requests do you care about most?  [Better Scikit-Learn/ML support],What common feature requests do you care about most?  [Integrate with Deep Learning Frameworks],What common feature requests do you care about most?  [Support for new libraries in my field],What common feature requests do you care about most?  [Improve Scaling ],What common feature requests do you care about most?  [Dashboard / Diagnostics],What common feature requests do you care about most?  [Ease of deployment],What common feature requests do you care about most?  [Cloud integration],What common feature requests do you care about most?  [Managing many users],What common feature requests do you care about most?  [GPUs],Python 2 or 3?,"If you use a cluster, how do you launch Dask? ",Preferred Cloud?,What are some other libraries that you often use with Dask?,How easy is it for you to upgrade to newer versions of Python libraries,Do you use Dask as part of a larger group?
2019-06-29 15:34:12,Array;Bag;DataFrame;Delayed;Futures;ML,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Every day,Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),More examples in my field,Yes,Critical to me,Somewhat useful,Critical to me,Somewhat useful,Critical to me,Not relevant for me,,Critical to me,Somewhat useful,Somewhat useful,3.0,"SSH;Kubernetes;HPC resource manager (SLURM, PBS, SGE, LSF or similar);My workplace has a custom solution for this",Google Cloud Platform (GCP),"Tensorflow, pandas, sklearn, DVC",3.0,My team or research group also use Dask
2019-06-29 17:58:56,DataFrame;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Every day,Documentation;GitHub issue trackers (reading past issues),Bug fixes,No,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,3.0,Kubernetes,Amazon Web Services (AWS),"Sparsity, xgboost",3.0,My team or research group also use Dask
2019-06-29 18:20:09,Array;Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Cluster of 2-10 machines,Occasionally,Documentation;Examples at examples.dask.org;GitHub issue trackers (reading past issues),More examples in my field,Yes,Not relevant for me,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Not relevant for me,Critical to me,3.0,Hadoop / Yarn / EMR,Amazon Web Services (AWS),"CuPy, SciPy",3.0,My team or research group also use Dask
2019-06-29 18:37:26,Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data,Large workstation,Every day,Documentation;GitHub issue trackers (reading past issues),Bug fixes,Yes,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,Critical to me,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,3.0,,Amazon Web Services (AWS),pandas,4.0,My team or research group also use Dask
2019-06-29 18:56:05,DataFrame;Delayed,Batch: I submit scripts that run in the future,Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (reading past issues),Performance improvements,Yes,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,3.0,Terraform and Docker Swarm,Amazon Web Services (AWS),,4.0,I use Dask mostly on my own
2019-06-29 19:05:01,Bag;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation,Occasionally,Documentation,New features,Yes,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,3.0,My workplace has a custom solution for this,,,3.0,My team or research group also use Dask
2019-06-29 21:35:34,Array;Bag;DataFrame;Delayed;Futures;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Cluster of 2-10 machines;Cluster with 10-100 machines;Cluster with 100+ machines,"I use Dask all the time, even when I sleep",Documentation;Stack Overflow #Dask tag,New features,Yes,Somewhat useful,Not relevant for me,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Not relevant for me,Critical to me,3.0,Kubernetes,Google Cloud Platform (GCP),"tensorflow, horovod, mpi4py, xarray, numpy",4.0,My team or research group also use Dask
2019-06-30 01:27:45,Delayed;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop,Occasionally,Documentation;Tutorial;GitHub issue trackers (reading past issues),More documentation,Yes,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,3.0,,Google Cloud Platform (GCP);Microsoft Azure,Rasterio ,4.0,I use Dask mostly on my own
2019-06-30 03:33:37,Array;DataFrame;ML,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines;Cluster with 10-100 machines,Just looking for now,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org;GitHub issue trackers (raising a new issue),More examples in my field,Yes,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Somewhat useful,3.0,SSH;Kubernetes,Amazon Web Services (AWS);Google Cloud Platform (GCP),,3.0,My team or research group also use Dask
2019-06-30 09:43:57,Delayed;Futures,Batch: I submit scripts that run in the future,Cluster of 2-10 machines,Occasionally,Documentation;Tutorial;Examples at examples.dask.org,New features,Yes,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,3.0,SSH;Kubernetes,Amazon Web Services (AWS),"kedro, pandas, numpy, sklearn",3.0,I use Dask mostly on my own
2019-06-30 10:40:06,Array;DataFrame,Batch: I submit scripts that run in the future,Personal laptop,Occasionally,Documentation;Examples at examples.dask.org;GitHub issue trackers (reading past issues),Performance improvements,Yes,Critical to me,Not relevant for me,Not relevant for me,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,3.0,SSH,digital ocean,,3.0,I use Dask mostly on my own
2019-06-30 11:25:50,Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data,Cluster with 100+ machines,Just looking for now,Documentation;GitHub issue trackers (reading past issues),New features,No,Critical to me,Critical to me,Somewhat useful,,Somewhat useful,Somewhat useful,Critical to me,,Somewhat useful,Somewhat useful,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,,3.0,I use Dask mostly on my own
2019-06-30 15:13:27,Array;DataFrame;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Cluster with 10-100 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Tutorial;GitHub issue trackers (reading past issues),Performance improvements,Yes,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,3.0,My workplace has a custom solution for this,Microsoft Azure,parquet karthotek,3.0,"Beyond my group, many people throughout my institution use Dask"
2019-07-01 02:41:31,Bag;Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org,More examples in my field,Yes,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,3.0,SSH;Kubernetes;Hadoop / Yarn / EMR,Amazon Web Services (AWS),,3.0,I use Dask mostly on my own
2019-07-01 10:03:08,DataFrame;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster with 100+ machines,Every day,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (reading past issues),New features,Yes,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Critical to me,Not relevant for me,Critical to me,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar);want to move to kubernetes in near future",Google Cloud Platform (GCP);OpenStack,"tsfresh, numpy, pandas",3.0,My team or research group also use Dask
2019-07-01 14:21:29,Array;DataFrame;Delayed;Futures;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster with 10-100 machines,Occasionally,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (reading past issues),More examples in my field,Yes,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Not relevant for me,Somewhat useful,3.0,Kubernetes,Amazon Web Services (AWS);Google Cloud Platform (GCP);Microsoft Azure,"xarray, pandas",4.0,My team or research group also use Dask
2019-07-01 17:37:14,Array;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Cluster with 100+ machines,"I use Dask all the time, even when I sleep",GitHub issue trackers (reading past issues);Quansight,Performance improvements,Yes,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,2.0,My workplace has a custom solution for this,,,2.0,My team or research group also use Dask
2019-07-02 01:54:14,Array;DataFrame;Delayed;ML;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines,Just looking for now,Tutorial;Examples at examples.dask.org;YouTube,More examples in my field,No,Critical to me,Critical to me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Critical to me,3.0,SSH,Amazon Web Services (AWS);Google Cloud Platform (GCP);Microsoft Azure,,3.0,My team or research group also use Dask
2019-07-02 05:06:45,Futures;ML,Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines,Occasionally,Documentation;Tutorial;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),Bug fixes,No,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,3.0,Kubernetes,Google Cloud Platform (GCP),,2.0,My team or research group also use Dask
2019-07-02 05:45:53,Array;DataFrame;Futures;ML;Xarray,Batch: I submit scripts that run in the future,Large workstation;Cluster of 2-10 machines,Every day,Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org,New features,Yes,Critical to me,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Critical to me,3.0,SSH;My workplace has a custom solution for this,,"gdal, rasterio",4.0,I use Dask mostly on my own
2019-07-02 09:19:15,DataFrame;Delayed;ML,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation;Tutorial;Examples at examples.dask.org,More documentation,Yes,Critical to me,Critical to me,Not relevant for me,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,3.0,SSH;Prefect,Microsoft Azure,Prefect,4.0,My team or research group also use Dask
2019-07-02 10:14:34,Array;DataFrame;Delayed;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation,Occasionally,Documentation;Examples at examples.dask.org,More examples in my field,Yes,Critical to me,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,3.0,SSH,,xarray,4.0,I use Dask mostly on my own
2019-07-02 10:22:09,ML,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines,Just looking for now,Documentation,Performance improvements,Yes,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Critical to me,Not relevant for me,Not relevant for me,Somewhat useful,3.0,SSH;My workplace has a custom solution for this,Amazon Web Services (AWS);Google Cloud Platform (GCP),,3.0,My team or research group also use Dask
2019-07-02 11:33:09,Bag;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation,Occasionally,Documentation,More examples in my field,Yes,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Critical to me,3.0,,Amazon Web Services (AWS);Google Cloud Platform (GCP),,3.0,I use Dask mostly on my own
2019-07-02 19:18:55,Array;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines;Cluster with 100+ machines,Occasionally,Documentation;Examples at examples.dask.org,More documentation,Yes,Critical to me,,,,,Somewhat useful,,Critical to me,,,3.0,Kubernetes,Google Cloud Platform (GCP),,3.0,I use Dask mostly on my own
2019-07-03 01:23:41,Futures,Batch: I submit scripts that run in the future,Personal laptop;Cluster with 100+ machines,"I use Dask all the time, even when I sleep",Documentation;Stack Overflow #Dask tag;GitHub issue trackers (reading past issues),Performance improvements,Yes,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Google Cloud Platform (GCP),"subprocess calls to c++ code, or numpy are my most often use cases",4.0,My team or research group also use Dask
2019-07-03 03:25:38,DataFrame;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Every day,Documentation,More documentation,Yes,Critical to me,Critical to me,Critical to me,Not relevant for me,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,3.0,Kubernetes;My workplace has a custom solution for this,,,3.0,My team or research group also use Dask
2019-07-03 03:59:12,DataFrame;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org,More documentation,Yes,Critical to me,Not relevant for me,Not relevant for me,Critical to me,Somewhat useful,Critical to me,Critical to me,Not relevant for me,Somewhat useful,Somewhat useful,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,,4.0,I use Dask mostly on my own
2019-07-03 23:24:25,Array;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines;Cluster with 100+ machines,"I use Dask all the time, even when I sleep",Documentation;GitHub issue trackers (reading past issues),Performance improvements,Yes,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,2.0,My workplace has a custom solution for this,,Numpy,1.0,My team or research group also use Dask
2019-07-04 02:21:21,DataFrame;Delayed;Futures;Custom graphs,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines;Cluster with 10-100 machines;Cluster with 100+ machines,Every day,Documentation;GitHub issue trackers (reading past issues),New features,Yes,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,3.0,My workplace has a custom solution for this,Amazon Web Services (AWS),boto3 for data & cluster management,4.0,My team or research group also use Dask
2019-07-04 04:11:15,Array;DataFrame;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster with 10-100 machines;Cluster with 100+ machines,Occasionally,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (reading past issues),Bug fixes,No,Critical to me,Somewhat useful,Somewhat useful,,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Not relevant for me,Somewhat useful,3.0,AWS ECS Fargate through SQS message processing (script),Amazon Web Services (AWS),,2.0,My team or research group also use Dask
2019-07-04 16:34:31,Array;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Cluster of 2-10 machines,Every day,Documentation;Tutorial;Examples at examples.dask.org,Performance improvements,Yes,Critical to me,,,,Critical to me,,,,,Critical to me,3.0,SSH,Amazon Web Services (AWS);Google Cloud Platform (GCP);Microsoft Azure,,4.0,My team or research group also use Dask
2019-07-05 06:06:43,DataFrame,Batch: I submit scripts that run in the future,Personal laptop,Just looking for now,,New features,Yes,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Not relevant for me,Critical to me,Somewhat useful,Not relevant for me,Somewhat useful,3.0,,,,4.0,I use Dask mostly on my own
2019-07-05 07:23:31,Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,"I use Dask all the time, even when I sleep",Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),New features,Yes,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Not relevant for me,Somewhat useful,Critical to me,3.0,SSH,,,4.0,My team or research group also use Dask
2019-07-05 08:36:02,Array;DataFrame;Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data,Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org,New features,Yes,Critical to me,Critical to me,Critical to me,Somewhat useful,Critical to me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Critical to me,3.0,SSH,Amazon Web Services (AWS);Google Cloud Platform (GCP),"pandas, numpy",3.0,My team or research group also use Dask
2019-07-05 10:20:54,DataFrame;ML,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation,"I use Dask all the time, even when I sleep",Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org;GitHub issue trackers (raising a new issue),New features,No,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Critical to me,3.0,SSH;Hadoop / Yarn / EMR,Amazon Web Services (AWS);Google Cloud Platform (GCP);Microsoft Azure,"cudf, cuML",4.0,My team or research group also use Dask
2019-07-05 17:47:42,DataFrame;Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Cluster with 100+ machines,Every day,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),More documentation,Yes,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Critical to me,Not relevant for me,Somewhat useful,3.0,My workplace has a custom solution for this,Amazon Web Services (AWS);Google Cloud Platform (GCP);private cloud,,3.0,"Beyond my group, many people throughout my institution use Dask"
2019-07-06 08:49:02,Array;DataFrame;Futures,Batch: I submit scripts that run in the future,Cluster with 10-100 machines,Occasionally,Documentation;Tutorial;Examples at examples.dask.org;GitHub issue trackers (reading past issues),More examples in my field,Yes,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Critical to me,Critical to me,3.0,"SSH;HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Google Cloud Platform (GCP),,4.0,My team or research group also use Dask
2019-07-06 10:45:23,,,,Just looking for now,Documentation;Tutorial;Examples at examples.dask.org,More examples in my field,,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Critical to me,Somewhat useful,Not relevant for me,Somewhat useful,3.0,,Amazon Web Services (AWS),,,
2019-07-06 13:16:49,Array;DataFrame;Delayed;ML;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org;GitHub issue trackers (reading past issues),More examples in my field,Yes,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Critical to me,3.0,"Kubernetes;HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Amazon Web Services (AWS),"xarray, rasterio",4.0,My team or research group also use Dask
2019-07-06 16:07:08,Array;Bag;DataFrame;Delayed;Futures;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster with 10-100 machines;Cluster with 100+ machines,Occasionally,Documentation;Tutorial;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),Bug fixes,Yes,Somewhat useful,Not relevant for me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,3.0,"Kubernetes;HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Google Cloud Platform (GCP);OVH,Xarray,3.0,"Beyond my group, many people throughout my institution use Dask"
2019-07-06 18:25:06,Array;Bag;DataFrame;Delayed;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster with 10-100 machines,Every day,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),More examples in my field,Yes,Critical to me,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Critical to me,Somewhat useful,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Amazon Web Services (AWS);Google Cloud Platform (GCP),"zarr, numba, pybind11",4.0,"Beyond my group, many people throughout my institution use Dask"
2019-07-06 20:13:14,Array;DataFrame;Delayed;ML,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag,More examples in my field,Yes,Somewhat useful,Critical to me,Somewhat useful,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Somewhat useful,3.0,SSH,Google Cloud Platform (GCP),,4.0,I use Dask mostly on my own
2019-07-07 00:07:50,Delayed,Batch: I submit scripts that run in the future,Personal laptop,Occasionally,,More examples in my field,Yes,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,3.0,,,"Pandas,  numpy",4.0,I use Dask mostly on my own
2019-07-07 09:55:29,Array;Delayed;Futures;Custom graphs,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines;Cluster with 100+ machines,Every day,Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),Performance improvements,Yes,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Somewhat useful,3.0,"SSH;HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,"Dipy, SimpleITK",4.0,I use Dask mostly on my own
2019-07-07 16:17:11,Array;Bag;DataFrame;Delayed;ML,Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines,Every day,"Dask-ml is a mess. It is bugy, every algorytm invoce compute method that trigger loading of data from external system multiple times. Dask promised that it can work with data that cannot fit in ram on single node scheduller, but dask-ml don't follow this paradigm. Also dask ml transformations and meta wstimators cannot be executed asyncronously or as sepayed object. This i mandatory for apps that utilize dask ask computation engine.",Performance improvements,Yes,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,3.0,SSH;Kubernetes,,Keras,4.0,My team or research group also use Dask
2019-07-08 04:46:36,Array;Bag;Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster with 10-100 machines,Every day,Documentation;Tutorial;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),Bug fixes,No,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,"h5py, scipy.signal",3.0,My team or research group also use Dask
2019-07-08 05:28:21,Array;Bag;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Cluster with 10-100 machines,Every day,Documentation;Examples at examples.dask.org,More documentation,No,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,Somewhat useful,Critical to me,Not relevant for me,Somewhat useful,Not relevant for me,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,SciPy,2.0,My team or research group also use Dask
2019-07-08 07:54:52,DataFrame;Delayed,Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines;Cluster with 10-100 machines,Every day,Documentation;GitHub issue trackers (reading past issues),Performance improvements,Yes,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Critical to me,Critical to me,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,3.0,AWS Elastic Container Service,Amazon Web Services (AWS),,4.0,My team or research group also use Dask
2019-07-08 08:56:01,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08 10:30:08,DataFrame;Delayed,Batch: I submit scripts that run in the future,Large workstation,Every day,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),Bug fixes,No,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,3.0,,,numpy,4.0,My team or research group also use Dask
2019-07-08 11:40:31,Array;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation;Cluster with 10-100 machines,Every day,Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org;GitHub issue trackers (reading past issues),More examples in my field,Yes,Critical to me,Somewhat useful,Not relevant for me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,"Numpy, Xarray",3.0,I use Dask mostly on my own
2019-07-09 06:43:20,Array;DataFrame;Delayed,Batch: I submit scripts that run in the future,Personal laptop;Cluster with 10-100 machines;Cluster with 100+ machines,Occasionally,Documentation;Tutorial;Examples at examples.dask.org;GitHub issue trackers (reading past issues),More examples in my field,No,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Google Cloud Platform (GCP),"Datashader, holoviews",4.0,My team or research group also use Dask
